0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
-0.117833264,0.33873603,-1.0280137,-0.59382135,-3.2773168,0.6504752,0.7318374,-0.45096955,-0.16008969,-0.6443616,-0.6800643,0.06149396,-0.7537268,1.5311415,-1.1449854,-0.6340797,-0.67498624,0.894355,-1.4285991,-0.46247315,-0.77060974,1.6194001,0.36799988,0.45888558,1.0156188,0.36799988,-0.36799988
-1.3406547,-0.74122715,1.586375,2.3748276,-0.6268357,-0.04780228,0.511265,-1.0714642,-0.068749726,-0.42289037,0.6255507,0.90768903,-0.15377828,-0.54536146,-0.56812257,-1.0437189,-0.67498624,0.894355,0.72923297,-0.46247315,-0.77060974,0.6053281,-2.7173922,1.9600825,-0.51684654,-2.7173922,2.7173922
1.1993567,0.33873603,-0.28104547,-0.59382135,0.9929028,-1.4311718,0.99185973,0.98744977,0.11393021,-0.15343365,0.3651347,-1.2551489,-0.17297663,-0.322879,0.08041107,-0.32215258,1.4815117,-1.1181242,0.72923297,-0.46247315,-0.77060974,-0.40874407,0.36799988,0.45888558,1.0156188,0.36799988,-0.36799988
2.4781818,1.4186991,-1.0280137,-0.054066952,0.77202934,-1.1509101,-0.1303917,0.14445457,0.29661015,-0.74033254,-0.88509774,-0.13096195,0.43177143,-0.94233996,0.48246697,-0.80319685,1.4815117,0.894355,0.72923297,2.1622877,1.2976737,-0.40874407,0.36799988,0.45888558,-0.51684654,0.36799988,-0.36799988
-0.5204427,0.33873603,-0.28104547,-0.32394415,0.03578459,-0.82860434,-1.8807917,0.9749145,-0.6167895,-0.9876421,3.0494225,0.16535905,0.18219288,0.4318164,0.0028308118,-0.7167592,-0.67498624,0.894355,-1.4285991,-0.46247315,1.2976737,0.6053281,0.36799988,-1.0423113,-0.51684654,0.36799988,-0.36799988
0.44970053,0.33873603,-0.6545296,-0.59382135,0.44071922,1.2978015,0.5901885,0.31054655,0.02259024,-0.36014017,-0.7472304,-0.40895382,-0.9697082,-0.08730934,0.30416393,-0.27705467,1.4815117,0.894355,-1.4285991,-0.46247315,-0.77060974,0.6053281,0.36799988,-1.0423113,-0.51684654,0.36799988,-0.36799988
1.4639412,0.33873603,2.3333433,1.5651962,0.47753146,0.036981385,0.064899944,-1.6888249,4.132889,-0.4118168,-0.81911,-0.6777811,0.009407707,-0.8245551,-1.1476074,-0.60025626,1.4815117,-1.1181242,0.72923297,-0.46247315,-0.77060974,-0.40874407,0.36799988,0.45888558,-0.51684654,0.36799988,-0.36799988
-1.181904,-1.8211904,0.09243862,-0.59382135,-1.3630805,1.048036,-0.8572211,0.028503558,0.11393021,-0.07222751,-0.64707047,0.021780835,-0.17777622,-0.5671735,-0.9028778,-0.6979684,-0.67498624,-1.1181242,-1.4285991,-0.46247315,1.2976737,1.6194001,0.36799988,0.45888558,1.0156188,0.36799988,-0.36799988
0.27331084,-0.74122715,0.09243862,-0.59382135,-1.8784518,0.66257435,0.49467084,-0.66093487,0.57063,-0.21987502,-0.37487093,-0.8396885,-0.081784464,-0.6805959,-0.9684304,-0.55140024,-0.67498624,0.894355,-1.4285991,-0.46247315,1.2976737,-1.4228162,0.36799988,-1.0423113,-0.51684654,0.36799988,-0.36799988
-0.9614169,-0.74122715,1.212891,1.0254418,-0.40596226,-0.34291995,0.6213941,-0.7204773,-0.6167895,-0.9876421,0.31800058,0.4647349,0.26858544,-0.7198575,0.432647,0.6737594,-0.67498624,-1.1181242,-1.4285991,-0.46247315,1.2976737,-1.4228162,0.36799988,-1.0423113,-0.51684654,0.36799988,-0.36799988
-1.0496118,-0.74122715,0.83940685,1.0254418,-1.0685825,0.49564222,-0.12420159,-1.1968166,-0.068749726,-0.55208194,-0.86388737,-0.37840527,0.052603997,-0.4014022,-0.8390733,-0.43489733,-0.67498624,0.894355,0.72923297,-0.46247315,1.2976737,0.6053281,0.36799988,-1.0423113,-0.51684654,0.36799988,-0.36799988
-0.69683236,-0.74122715,0.09243862,-0.59382135,1.2137762,-0.52604467,-1.3146206,0.06297548,-0.57111955,-0.85475934,0.6726848,0.08287795,-0.5953404,-0.410127,1.1808206,-0.46120444,-0.67498624,0.894355,0.72923297,2.1622877,-0.77060974,0.6053281,0.36799988,-1.0423113,-0.51684654,0.36799988,-0.36799988
0.21598421,0.33873603,1.212891,1.295319,-0.29552555,0.405227,1.4100881,0.1820603,-0.20575967,-0.54100835,-0.3324502,-0.67472625,-0.019389821,-0.021873321,-0.3819532,-0.07035596,-0.67498624,0.894355,-1.4285991,2.1622877,1.2976737,-0.40874407,0.36799988,0.45888558,-0.51684654,0.36799988,-0.36799988
-0.56454015,-0.74122715,-0.28104547,-0.054066952,-1.1790193,-0.31606448,-0.56315166,-0.9555131,0.4336201,-0.2900076,-0.8132182,-1.3070815,-0.8113218,-0.54536146,-0.95706797,-0.17934255,-0.67498624,-1.1181242,0.72923297,-0.46247315,1.2976737,1.6194001,0.36799988,0.45888558,-0.51684654,0.36799988,-0.36799988
0.1410186,1.4186991,-0.28104547,-0.86369854,-0.2587133,-1.8326585,0.6446795,1.4105142,0.34228012,-0.7144942,-0.6011147,-0.5953,-0.7441276,0.17007233,-0.7114642,0.331767,1.4815117,0.894355,-1.4285991,-0.46247315,-0.77060974,-1.4228162,0.36799988,-1.0423113,-0.51684654,0.36799988,-0.36799988
-9.315203e-05,0.33873603,-0.28104547,1.5651962,-0.4427745,0.5513462,-0.32522872,-1.0369922,1.8493896,-0.61114097,-0.6011147,-1.0351993,-0.55694366,-0.57589823,-1.1738285,-0.60025626,-0.67498624,0.894355,0.72923297,2.1622877,1.2976737,0.6053281,0.36799988,1.9600825,2.548084,0.36799988,-0.36799988
-0.2999556,0.33873603,0.0024111795,-0.59382135,-0.00093638623,1.3828804,-1.2587991,0.7900197,-0.57111955,0.10864069,-0.0826394,1.2223392,0.40297392,0.67174846,0.3365032,-0.20940782,-0.67498624,-1.1181242,0.00011255403,-0.46247315,-0.77060974,-1.4228162,0.36799988,-1.0423113,-0.51684654,0.36799988,-0.36799988
1.1464398,1.4186991,-0.28104547,-0.59382135,0.6247804,2.229073,-1.135624,1.9338608,-0.3884396,0.76198095,0.32860577,-0.5311481,-0.80172265,-0.05241013,0.786631,-0.6829358,1.4815117,0.894355,0.72923297,-0.46247315,-0.77060974,0.6053281,0.36799988,-1.0423113,-0.51684654,0.36799988,-0.36799988
-0.7673883,-0.74122715,0.0024111795,0.75556463,-0.29552555,-1.9046736,0.33251098,1.4293171,-0.8908094,1.4743803,-0.1450921,0.6846845,-0.7345284,1.1036261,-0.35223603,0.46330252,-0.67498624,-1.1181242,0.72923297,-0.46247315,-0.77060974,-1.4228162,-2.7173922,1.9600825,2.548084,-2.7173922,2.7173922
1.9049153,0.33873603,0.0024111795,-0.32394415,-2.1361375,0.15189743,0.38204554,-1.2626266,0.29661015,-0.6259057,-0.75430053,-0.363131,-0.04338776,-0.87690395,-0.7883793,-0.6603868,-0.67498624,-1.1181242,0.72923297,-0.46247315,1.2976737,1.6194001,0.36799988,0.45888558,2.548084,0.36799988,-0.36799988
-0.13635418,0.33873603,-0.6545296,-1.1335757,0.77202934,1.8660591,1.0585006,1.4261833,-0.98214936,1.2049235,1.9676946,0.31199214,0.9069306,1.2257733,1.6746501,2.1544738,1.4815117,-1.1181242,-1.4285991,-0.46247315,-0.77060974,0.6053281,0.36799988,-1.0423113,-0.51684654,0.36799988,-0.36799988
-0.035371087,0.33873603,-1.0280137,-0.86369854,1.1769639,2.0552526,0.6483228,1.5107962,-0.6167895,-0.27155167,3.607962,-0.27759504,0.2541867,0.64557403,2.8240056,-0.047807008,-0.67498624,0.894355,0.72923297,2.1622877,-0.77060974,0.6053281,0.36799988,-1.0423113,-0.51684654,0.36799988,-0.36799988
-1.0231533,-0.74122715,-0.6545296,-0.86369854,-1.0317703,1.1384406,-1.0615389,0.30741274,-0.068749726,-0.3859785,-0.61525494,-0.58613545,-0.76812553,0.23114595,-0.90549994,-0.67917764,-0.67498624,0.894355,-1.4285991,-0.46247315,1.2976737,0.6053281,0.36799988,-1.0423113,-0.51684654,0.36799988,-0.36799988
-0.25585818,0.33873603,-0.28104547,0.21581024,1.1033396,1.151511,0.906645,0.31681418,-0.84513944,0.5294361,0.01516389,0.08898766,1.2668997,0.28785715,-0.7857572,1.7034948,1.4815117,-1.1181242,0.72923297,2.1622877,-0.77060974,-1.4228162,0.36799988,0.45888558,-0.51684654,0.36799988,-0.36799988
-0.88556933,-0.74122715,-0.6545296,-0.32394415,0.36709473,-0.8992723,-0.7655921,-0.02163742,-0.57111955,-0.51517004,1.3019253,1.3995208,3.1675365,-0.7896559,1.3302805,2.684374,-0.67498624,-1.1181242,0.72923297,-0.46247315,-0.77060974,0.6053281,0.36799988,0.45888558,1.0156188,0.36799988,-0.36799988
-1.2480501,-1.8211904,0.09243862,1.0254418,-0.07465213,-0.8909894,0.09724717,-0.2692085,-0.4341096,-0.046389196,-0.35837397,0.101207085,0.67655045,-0.42757663,-0.44575775,-0.24323124,-0.67498624,0.894355,0.72923297,-0.46247315,1.2976737,0.6053281,0.36799988,1.9600825,2.548084,0.36799988,-0.36799988
0.44970053,0.33873603,-0.28104547,1.0254418,0.03578459,-1.7677402,0.58797085,1.2851619,0.20527017,-0.8990536,-0.12506011,-1.0321444,0.21578999,-0.47556302,-1.0479676,-0.5363676,-0.67498624,0.894355,-1.4285991,-0.46247315,1.2976737,-1.4228162,0.36799988,-1.0423113,-0.51684654,0.36799988,-0.36799988
1.3140099,0.33873603,-1.0280137,-0.59382135,0.77202934,-1.2418382,1.2223792,0.9059707,-0.47977957,-1.0983777,1.5199206,0.5166675,0.18219288,-0.19200696,1.3084296,1.2299669,1.4815117,0.894355,0.72923297,-0.46247315,-0.77060974,-0.40874407,0.36799988,0.45888558,-0.51684654,0.36799988,-0.36799988
2.7784853,1.4186991,-0.6545296,1.295319,0.3302825,-0.61591536,0.48421615,-0.5167796,-0.4341096,-0.20141909,-0.44203705,-0.35091156,0.17739329,0.47980282,0.2962976,-0.7242755,1.4815117,0.894355,0.72923297,2.1622877,-0.77060974,0.6053281,-2.7173922,1.9600825,-0.51684654,-2.7173922,2.7173922
1.2655028,0.33873603,0.83940685,-0.054066952,0.6984049,-0.90223277,0.5827435,-0.0435741,-0.6167895,-0.02055088,-0.9133782,-0.23482704,1.742059,-0.14838295,1.2201521,0.474577,1.4815117,0.894355,0.72923297,2.1622877,-0.77060974,-0.40874407,0.36799988,0.45888558,-0.51684654,0.36799988,-0.36799988
0.008726332,0.33873603,-1.0280137,1.295319,-0.40596226,0.1733131,-1.5179306,0.06610929,-0.25142965,-0.8252298,-0.8285368,-0.67472625,-1.0465016,-0.44502622,0.5681224,-0.641596,-0.67498624,-1.1181242,0.72923297,-0.46247315,1.2976737,0.6053281,-2.7173922,-1.0423113,-0.51684654,-2.7173922,2.7173922
2.0592563,2.4986625,-1.0280137,-1.1335757,0.29347026,-1.0601513,0.4058839,0.100581214,-0.84513944,0.59956867,-0.33480692,1.014609,1.3436931,0.15698512,0.94308317,1.0458171,1.4815117,0.894355,0.72923297,-0.46247315,-0.77060974,-0.40874407,0.36799988,0.45888558,-0.51684654,0.36799988,-0.36799988
-0.46311605,-0.74122715,-1.0280137,-0.32394415,-0.00093638623,-1.2245175,0.9923511,0.6991391,-0.29709965,0.11971426,0.35217282,-0.6869457,0.6861496,-0.8201927,0.8347029,-0.7393082,1.4815117,0.894355,0.72923297,-0.46247315,-0.77060974,-0.40874407,0.36799988,0.45888558,1.0156188,0.36799988,-0.36799988
-0.18971206,1.4186991,1.212891,2.1049504,1.0665272,-0.115388535,-0.8099452,-0.84269595,-0.75379944,0.7213779,-0.30416974,0.4036378,0.11499864,0.14389792,-0.577737,0.49712595,1.4815117,0.894355,0.72923297,2.1622877,-0.77060974,-0.40874407,0.36799988,0.45888558,-0.51684654,0.36799988,-0.36799988
0.1410186,-0.74122715,-0.6545296,-0.86369854,-1.8416395,-0.3666035,0.5960494,-0.7236111,-0.47977957,-1.0282452,0.1601013,0.4250218,-0.17297663,-0.38395262,0.47460067,0.29042724,-0.67498624,0.894355,-1.4285991,-0.46247315,1.2976737,1.6194001,0.36799988,0.45888558,-0.51684654,0.36799988,-0.36799988
-0.5204427,0.33873603,0.09243862,-0.59382135,-0.6268357,0.89240855,-1.0612538,0.003433069,-0.5254496,-0.1349777,-0.20165305,0.14397506,-0.86891687,0.8811437,-0.6424155,-0.47623706,-0.67498624,0.894355,-1.4285991,-0.46247315,1.2976737,0.6053281,-2.7173922,-1.0423113,-0.51684654,-2.7173922,2.7173922
-0.3087751,-0.74122715,-0.28104547,-0.59382135,0.8824661,0.45438415,1.4736507,0.28547606,-0.6167895,-0.94703907,-0.278246,-0.19816878,0.378976,-0.17455736,-0.3487399,-0.30336177,-0.67498624,0.894355,0.72923297,-0.46247315,-0.77060974,0.6053281,0.36799988,-1.0423113,-0.51684654,0.36799988,-0.36799988
2.2576947,2.4986625,-1.0280137,-0.59382135,0.77202934,-1.3107342,1.0475312,0.8589635,-0.068749726,0.9834522,0.8011253,-0.934389,-0.65293545,-0.45811343,0.62580866,-0.14551912,1.4815117,0.894355,0.72923297,-0.46247315,-0.77060974,-0.40874407,0.36799988,0.45888558,1.0156188,0.36799988,-0.36799988
0.18952575,0.33873603,0.83940685,1.0254418,-0.00093638623,-0.097837314,-1.7366091,0.3763566,-0.57111955,-0.34168422,-0.3925462,-1.0138153,0.0046081184,-0.52354944,1.4307945,-0.5852237,-0.67498624,-1.1181242,0.72923297,-0.46247315,-0.77060974,-1.4228162,0.36799988,-1.0423113,-0.51684654,0.36799988,-0.36799988
-0.5204427,0.33873603,0.83940685,1.0254418,-0.5532112,1.1656387,-1.1823533,0.44530043,-0.29709965,-0.9987157,-0.007224815,-0.8366336,0.2493871,0.93785495,-0.6852432,-0.08163043,-0.67498624,-1.1181242,0.72923297,-0.46247315,-0.77060974,0.6053281,0.36799988,1.9600825,-0.51684654,0.36799988,-0.36799988
-0.035371087,1.4186991,1.9598591,1.5651962,-0.47958675,0.9960961,-1.3323263,0.385758,-0.3884396,0.46299472,0.07879495,-1.0535284,-0.67693335,-0.95106477,-0.3994339,-0.5438839,-0.67498624,0.894355,0.72923297,-0.46247315,1.2976737,0.6053281,-2.7173922,-1.0423113,-0.51684654,-2.7173922,2.7173922
-0.4763453,-0.74122715,-1.0280137,-0.59382135,-0.7740846,-0.3719767,-0.58468515,-0.8709002,0.3879501,-0.3822873,-0.65414053,-0.53420293,-0.7873239,-0.004423717,-0.8373252,-0.62280524,-0.67498624,-1.1181242,0.72923297,-0.46247315,-0.77060974,-1.4228162,0.36799988,-1.0423113,-0.51684654,0.36799988,-0.36799988
-1.0496118,-0.74122715,0.83940685,0.48568743,-0.9213336,0.14626625,0.05242404,-1.6856911,2.9911392,-0.4708758,-0.4255401,-1.2368197,0.5373624,-0.7852935,-1.2157822,-0.6340797,-0.67498624,-1.1181242,0.72923297,-0.46247315,-0.77060974,-0.40874407,0.36799988,1.9600825,2.548084,0.36799988,-0.36799988
0.8906747,0.33873603,0.0024111795,-0.86369854,0.44071922,-0.10802971,3.3453758,2.7298489,-0.75379944,-0.7846268,0.803482,-0.06680998,0.18219288,-0.410127,-0.7368113,2.1469574,1.4815117,-1.1181242,-1.4285991,-0.46247315,-0.77060974,-0.40874407,0.36799988,0.45888558,1.0156188,0.36799988,-0.36799988
-1.0716604,-0.74122715,-1.0280137,-0.86369854,-1.0317703,0.47458604,-0.34487084,-1.140408,1.7580496,-0.69234705,-0.6741726,-0.80608505,-0.63853663,-0.7722063,-1.1921833,-0.9084253,-0.67498624,-1.1181242,-1.4285991,-0.46247315,-0.77060974,0.6053281,0.36799988,-1.0423113,-0.51684654,0.36799988,-0.36799988
0.44970053,0.33873603,0.09243862,-0.054066952,0.6984049,-0.6400218,0.5909805,-0.40082857,-0.70812947,0.008978623,-0.6011147,0.8740856,1.4300858,0.11772351,0.6983535,0.40693015,-0.67498624,-1.1181242,0.72923297,2.1622877,-0.77060974,-0.40874407,0.36799988,0.45888558,-0.51684654,0.36799988,-0.36799988
-0.7850272,-0.74122715,-0.28104547,1.0254418,-0.88452137,-0.6153296,-0.040738154,-0.73928016,0.06826022,-0.55946434,-0.31123987,-0.21649791,-0.65293545,-0.5060998,-0.69223547,-0.9460069,-0.67498624,0.894355,0.72923297,-0.46247315,1.2976737,0.6053281,-2.7173922,1.9600825,-0.51684654,-2.7173922,2.7173922
3.4042277,2.4986625,0.09243862,-0.32394415,0.3302825,-0.9584812,0.75508714,0.15698981,-0.29709965,-0.48933175,0.026947418,-0.103468254,-0.71053046,0.7459093,1.7865266,-0.9610395,1.4815117,0.894355,-1.4285991,-0.46247315,1.2976737,-0.40874407,-2.7173922,0.45888558,2.548084,-2.7173922,2.7173922
-1.3141962,-0.74122715,-1.0280137,-0.59382135,-0.7004602,-0.38348228,-0.63843846,-0.808224,0.11393021,-0.6849647,-0.5257001,0.05538425,-0.8497185,0.4667156,-0.85480595,-0.74682444,-0.67498624,-1.1181242,-1.4285991,-0.46247315,1.2976737,0.6053281,0.36799988,-1.0423113,-0.51684654,0.36799988,-0.36799988
-0.43224788,0.33873603,0.0024111795,-0.86369854,-1.3630805,-0.46620136,0.49055234,-0.70794207,0.11393021,-0.8399946,-0.38194105,0.02483569,-0.98890656,-0.49737504,0.07429282,-0.35973415,-0.67498624,0.894355,-1.4285991,-0.46247315,1.2976737,1.6194001,0.36799988,0.45888558,-0.51684654,0.36799988,-0.36799988
-1.1378065,-1.8211904,0.0024111795,-0.86369854,-1.3998927,0.2722184,1.0956559,-0.28174374,0.29661015,-0.828921,-0.06142905,-0.64417773,-1.0225037,0.021750689,-1.1091499,-0.7656153,-0.67498624,0.894355,-1.4285991,-0.46247315,1.2976737,1.6194001,0.36799988,0.45888558,-0.51684654,0.36799988,-0.36799988
-0.4763453,-0.74122715,0.0024111795,-0.59382135,-1.1053948,0.36243588,-0.4882297,-1.1592108,-0.25142965,-0.769862,-0.39725962,-0.06070027,0.5325628,0.17007233,-0.8242147,-0.26202205,-0.67498624,-1.1181242,0.72923297,-0.46247315,1.2976737,0.6053281,0.36799988,0.45888558,2.548084,0.36799988,-0.36799988
1.0450157,1.4186991,-1.0280137,0.48568743,1.2137762,-0.1513368,-0.7858678,-0.8520974,-0.9364794,1.371027,-0.09795799,-0.20122364,1.1277117,1.0643646,-0.58997345,1.2487576,-0.67498624,0.894355,0.72923297,2.1622877,-0.77060974,0.6053281,0.36799988,0.45888558,-0.51684654,0.36799988,-0.36799988
-0.9173195,-0.74122715,-0.6545296,-1.1335757,-1.0685825,0.33733764,-0.92291427,-0.6640687,0.34228012,-0.57792026,-0.4549989,-0.1279071,-0.8161214,-0.22254378,-0.7472997,0.27539462,-0.67498624,-1.1181242,-1.4285991,-0.46247315,1.2976737,0.6053281,0.36799988,0.45888558,-0.51684654,0.36799988,-0.36799988
-0.9614169,-0.74122715,-0.28104547,-0.59382135,-1.0685825,1.4303871,0.24138269,0.3794904,-0.34276962,-0.54469955,-0.08853117,-0.106523104,-0.33616263,0.36638036,1.3757303,0.14385907,-0.67498624,0.894355,-1.4285991,-0.46247315,-0.77060974,-1.4228162,0.36799988,-1.0423113,-0.51684654,0.36799988,-0.36799988
-0.20117739,-0.74122715,-1.0280137,0.48568743,-0.00093638623,-1.1504873,-0.12991649,0.14445457,0.29661015,-0.73295015,-0.88156265,-0.12179738,0.4413706,-0.94233996,0.4807189,-0.8107132,-0.67498624,0.894355,-1.4285991,2.1622877,-0.77060974,-0.40874407,0.36799988,0.45888558,-0.51684654,0.36799988,-0.36799988
1.0626546,0.33873603,-1.0280137,1.0254418,0.84565383,-0.82336015,-0.09377501,-0.39769477,-0.023079742,-0.6775823,-0.53984034,-1.2856975,0.014207294,-0.49737504,-1.0269908,0.5196749,-0.67498624,0.894355,0.72923297,-0.46247315,-0.77060974,-0.40874407,0.36799988,0.45888558,-0.51684654,0.36799988,-0.36799988
-1.1422163,-1.8211904,0.0024111795,-0.86369854,0.6984049,1.9334514,0.82098323,1.3948452,-0.47977957,1.2159971,2.9963968,0.5594354,-0.47055107,0.7589965,2.0924387,0.47833517,-0.67498624,0.894355,-1.4285991,-0.46247315,1.2976737,0.6053281,0.36799988,-1.0423113,-0.51684654,0.36799988,-0.36799988
-0.41901866,0.33873603,-0.6545296,-0.86369854,0.8088416,1.8013712,0.85531574,1.2130842,-0.16008969,0.23783228,2.3754048,-0.35091156,0.033405647,-0.87254155,1.4727482,-0.5100605,1.4815117,0.894355,0.72923297,2.1622877,1.2976737,0.6053281,0.36799988,0.45888558,-0.51684654,0.36799988,-0.36799988
0.27331084,0.33873603,-1.0280137,-0.054066952,1.1033396,-0.30235127,-0.5331151,-1.0025203,0.06826022,-0.58530265,-0.6435354,-1.0932416,-0.65293545,-0.57589823,-0.87316066,-0.29208732,1.4815117,0.894355,0.72923297,-0.46247315,-0.77060974,-0.40874407,0.36799988,0.45888558,-0.51684654,0.36799988,-0.36799988
0.43779424,-0.74122715,1.212891,1.0254418,0.8088416,0.35735238,-0.7276575,-0.8928369,-0.25142965,-0.36383134,-0.30181304,0.49222863,-1.1184955,-0.58462304,-0.23424138,-0.6190471,1.4815117,0.894355,0.72923297,2.1622877,1.2976737,-0.40874407,0.36799988,0.45888558,-0.51684654,0.36799988,-0.36799988
-0.77620775,-0.74122715,-0.28104547,1.0254418,-0.59002346,-0.98062956,0.6792116,0.13505314,-0.34276962,-0.43027273,-0.23111187,-0.2103882,-0.4609519,0.5408764,1.6755241,-0.4912697,-0.67498624,0.894355,0.72923297,-0.46247315,1.2976737,0.6053281,-2.7173922,-1.0423113,-0.51684654,-2.7173922,2.7173922
-0.69683236,0.33873603,-0.28104547,-0.32394415,-2.1729498,-0.22090729,-0.4207464,-1.2030842,0.4336201,-0.5262436,-0.6753509,-1.1696129,-0.820921,-0.66750866,-0.76740247,-0.49502787,-0.67498624,-1.1181242,0.72923297,-0.46247315,-0.77060974,-1.4228162,0.36799988,-1.0423113,-0.51684654,0.36799988,-0.36799988
-0.29113612,0.33873603,2.3333433,1.0254418,-0.47958675,1.5063543,0.6104151,0.6364629,-0.57111955,0.17877327,0.21548389,-0.2378819,0.0910007,0.4841652,0.79362327,-0.37852496,-0.67498624,0.894355,0.72923297,-0.46247315,1.2976737,0.6053281,-2.7173922,1.9600825,2.548084,-2.7173922,2.7173922
0.8465773,1.4186991,0.0024111795,-0.59382135,-1.289456,0.048030194,0.049007267,-1.7138954,3.676189,-0.51886123,-0.8155749,-0.9007856,0.378976,-0.52354944,-1.1720805,-0.9196997,-0.67498624,-1.1181242,0.00011255403,-0.46247315,-0.77060974,1.6194001,0.36799988,0.45888558,2.548084,0.36799988,-0.36799988
0.052823752,0.33873603,0.0024111795,0.48568743,-0.18508884,-1.8825632,0.5840107,1.4669229,-0.3884396,-0.54100835,-0.5834394,-0.036261424,-0.024189409,-0.16147016,-0.66601443,0.4858515,-0.67498624,0.894355,0.72923297,-0.46247315,1.2976737,0.6053281,0.36799988,-1.0423113,-0.51684654,0.36799988,-0.36799988
-1.4932318,-1.8211904,-1.0280137,-0.32394415,1.2505884,-0.07887893,-0.5671885,-1.1686122,-0.5254496,0.4113181,-0.8238234,1.1031997,0.60935616,-0.16147016,-0.37758306,0.16640802,-0.67498624,0.894355,0.72923297,2.1622877,-0.77060974,-0.40874407,0.36799988,0.45888558,2.548084,0.36799988,-0.36799988
1.3902985,1.4186991,0.09243862,-0.59382135,0.03578459,-0.65418965,0.0981854,-0.65466726,0.20527017,-0.06484514,-0.6105415,-0.5158738,-0.3121647,-0.85945433,-0.5453977,-0.34094337,-0.67498624,-1.1181242,0.72923297,-0.46247315,1.2976737,0.6053281,0.36799988,-1.0423113,-0.51684654,0.36799988,-0.36799988
-0.10592696,-0.74122715,-1.0280137,-0.59382135,0.77202934,-1.5385171,1.1631361,1.2600913,-0.6624595,1.3894829,1.1251724,1.3903562,-1.1808901,-0.6282471,0.34961373,-0.54764205,1.4815117,0.894355,0.72923297,-0.46247315,-0.77060974,-1.4228162,0.36799988,-1.0423113,-0.51684654,0.36799988,-0.36799988
